chapter_id,chapter_sequence_no,book_id,author_id,published_date,tags
9353921,1,885161,98781,12-07-2020,Paranormal|Science Fiction|Young Adult|Humor
4054655,2,885161,98781,08-08-2020,Science Fiction|Literary Fiction
2923413,3,885161,98781,27-08-2020,Romance|Science Fiction
5518002,4,885161,98781,22-09-2020,Science Fiction
9901344,5,885161,98781,16-10-2020,Science Fiction
8691263,1,960959,88265,23-05-2003,Humor
6685461,2,960959,88265,11-06-2003,Historical Fiction|Humor|Horror
8432690,3,960959,88265,02-07-2003,Science Fiction|Humor
7775659,4,960959,88265,07-07-2003,Humor|Adventure
1894165,5,960959,88265,07-08-2003,Humor|Young Adult|Thriller
9018173,6,960959,88265,21-08-2003,Mystery|Humor
3298459,7,960959,88265,08-10-2003,Humor
4863925,8,960959,88265,28-11-2003,Romance|Humor
8256060,9,960959,88265,14-10-2003,Young Adult|Humor
4011330,10,960959,88265,30-01-2004,Humor|Fantasy|Adventure
1277064,1,458605,23970,02-03-2019,Adventure|Thriller
4819152,2,458605,23970,20-03-2019,Thriller|Science Fiction|Mystery|Literary Fiction
3618878,3,458605,23970,16-03-2019,Paranormal|Crime|Humor|Thriller
1034126,4,458605,23970,10-04-2019,Thriller
1692694,5,458605,23970,06-06-2019,Horror|Humor|Thriller
2997218,6,458605,23970,20-07-2019,Graphic Novel|Horror|Thriller
2784307,7,458605,23970,25-05-2019,Thriller|Humor
7117903,8,458605,23970,28-09-2019,Literary Fiction|Adventure|Historical Fiction|Thriller
3498732,9,458605,23970,18-09-2019,Thriller
9452688,10,458605,23970,31-10-2019,Graphic Novel|Thriller
6966922,11,458605,23970,29-08-2019,Thriller
4567380,12,458605,23970,15-01-2020,Science Fiction|Thriller|Literary Fiction|Fantasy
8621908,13,458605,23970,04-10-2019,Graphic Novel|Crime|Young Adult|Thriller
2127861,14,458605,23970,13-09-2019,Thriller|Graphic Novel|Literary Fiction
7678867,15,458605,23970,21-12-2019,Thriller
2339032,16,458605,23970,15-07-2019,Historical Fiction|Science Fiction|Horror|Thriller
5072807,17,458605,23970,22-06-2019,Thriller|Science Fiction|Young Adult
6730501,18,458605,23970,22-09-2019,Thriller|Romance
3922014,19,458605,23970,07-02-2020,Adventure|Romance|Thriller
5513786,20,458605,23970,23-04-2020,Thriller|Dystopian|Graphic Novel|Science Fiction
2781035,1,179721,77017,20-01-2006,Graphic Novel
6028754,2,179721,77017,09-02-2006,Young Adult|Graphic Novel
8757800,3,179721,77017,11-02-2006,Historical Fiction|Graphic Novel|Horror|Crime
9284209,4,179721,77017,24-03-2006,Dystopian|Graphic Novel
2546509,5,179721,77017,22-04-2006,Graphic Novel|Crime
1938246,6,179721,77017,21-03-2006,Science Fiction|Graphic Novel|Mystery
2377538,7,179721,77017,07-07-2006,Graphic Novel|Horror
8950398,8,179721,77017,17-03-2006,Graphic Novel|Romance|Science Fiction|Adventure
7300667,9,179721,77017,21-06-2006,Graphic Novel|Horror|Historical Fiction|Adventure
8133488,10,179721,77017,24-03-2006,Graphic Novel|Crime
2027317,1,681489,28343,13-08-2020,Romance|Paranormal|Mystery|Fantasy
7334396,2,681489,28343,23-08-2020,Romance|Dystopian
4285033,1,287155,36406,13-03-1990,Romance|Fantasy
1972840,2,287155,36406,02-04-1990,Romance
5811628,1,599704,24573,13-02-2010,Horror|Historical Fiction|Humor
6036548,2,599704,24573,28-02-2010,Mystery|Historical Fiction
2245150,3,599704,24573,05-03-2010,Dystopian|Adventure|Historical Fiction|Humor
2535354,4,599704,24573,24-03-2010,Historical Fiction
2546592,1,429119,71385,08-02-2013,Dystopian|Fantasy|Crime
7148038,2,429119,71385,02-03-2013,Paranormal|Crime|Dystopian
8146543,3,429119,71385,04-03-2013,Science Fiction|Dystopian|Historical Fiction|Graphic Novel
5061615,1,470711,93611,18-07-2008,Science Fiction|Historical Fiction|Horror
5741596,2,470711,93611,06-08-2008,Graphic Novel|Science Fiction|Literary Fiction|Historical Fiction
4787291,3,470711,93611,03-08-2008,Fantasy|Historical Fiction|Literary Fiction
6980386,4,470711,93611,07-09-2008,Mystery|Crime|Dystopian|Historical Fiction
1229575,5,470711,93611,07-11-2008,Crime|Historical Fiction
7076658,6,470711,93611,16-09-2008,Horror|Mystery|Historical Fiction|Graphic Novel
4756970,1,329183,90962,15-01-1996,Mystery|Young Adult
4259838,2,329183,90962,08-02-1996,Crime|Mystery|Romance|Humor
7202785,3,329183,90962,13-03-1996,Crime|Mystery|Graphic Novel
5566633,4,329183,90962,15-03-1996,Crime|Horror|Mystery
3128252,5,329183,90962,15-03-1996,Adventure|Mystery
7335806,1,701581,55242,04-09-1996,Paranormal|Graphic Novel
9933114,2,701581,55242,30-09-1996,Historical Fiction|Romance|Graphic Novel|Horror
7399966,3,701581,55242,26-10-1996,Adventure|Graphic Novel
7327032,4,701581,55242,30-11-1996,Graphic Novel|Dystopian|Paranormal|Horror
4174669,1,382146,48737,18-12-2014,Humor|Graphic Novel|Dystopian|Paranormal
5281396,2,382146,48737,14-01-2015,Graphic Novel|Historical Fiction|Science Fiction|Humor
9651918,3,382146,48737,15-01-2015,Horror|Historical Fiction|Graphic Novel|Adventure
9948735,4,382146,48737,06-03-2015,Graphic Novel|Fantasy
4750661,5,382146,48737,04-02-2015,Graphic Novel|Literary Fiction|Dystopian
7870525,6,382146,48737,17-05-2015,Paranormal|Graphic Novel|Fantasy
6585008,7,382146,48737,29-04-2015,Graphic Novel
4895439,1,291663,83772,07-11-2010,Graphic Novel|Paranormal
1129901,2,291663,83772,15-11-2010,Graphic Novel|Young Adult|Thriller
3889693,3,291663,83772,04-01-2011,Crime|Humor|Mystery|Graphic Novel
5269432,4,291663,83772,18-01-2011,Mystery|Historical Fiction|Graphic Novel
8428550,5,291663,83772,30-01-2011,Graphic Novel|Science Fiction|Horror|Young Adult
7379668,6,291663,83772,06-04-2011,Science Fiction|Graphic Novel
2119338,7,291663,83772,05-02-2011,Adventure|Young Adult|Historical Fiction|Graphic Novel
8845221,1,882401,19447,13-04-1990,Young Adult|Romance
6051801,1,816289,26236,16-12-1993,Romance
2163281,2,816289,26236,30-12-1993,Paranormal|Romance
8273840,3,816289,26236,31-01-1994,Romance
5577345,1,299405,17026,18-09-1994,Fantasy|Literary Fiction
1385237,2,299405,17026,09-10-1994,Horror|Fantasy|Graphic Novel
3063232,3,299405,17026,17-11-1994,Mystery|Fantasy
3221585,4,299405,17026,08-12-1994,Young Adult|Fantasy
2071441,5,299405,17026,11-12-1994,Fantasy|Romance
7548210,6,299405,17026,27-12-1994,Fantasy|Science Fiction
7122747,7,299405,17026,17-03-1995,Fantasy|Dystopian
9291433,8,299405,17026,27-11-1994,Adventure|Romance|Fantasy|Historical Fiction
6761748,9,299405,17026,17-02-1995,Science Fiction|Thriller|Fantasy
5493062,10,299405,17026,04-04-1995,Fantasy
2487718,11,299405,17026,27-12-1994,Literary Fiction|Dystopian|Mystery|Fantasy
7042596,12,299405,17026,15-04-1995,Fantasy|Thriller
3502358,13,299405,17026,04-05-1995,Fantasy|Graphic Novel
2822211,14,299405,17026,18-06-1995,Fantasy|Horror|Paranormal|Literary Fiction
2421449,15,299405,17026,14-05-1995,Fantasy
4646589,16,299405,17026,15-06-1995,Fantasy
7779431,17,299405,17026,08-11-1995,Humor|Graphic Novel|Science Fiction|Fantasy
7223562,18,299405,17026,10-02-1996,Fantasy
8742072,19,299405,17026,19-10-1995,Historical Fiction|Fantasy|Literary Fiction
3204745,1,623238,35318,28-12-2004,Fantasy
4179039,2,623238,35318,20-01-2005,Crime|Fantasy|Literary Fiction
5947658,3,623238,35318,25-01-2005,Young Adult|Crime|Fantasy
3723789,4,623238,35318,25-03-2005,Fantasy
3109416,5,623238,35318,29-01-2005,Young Adult|Humor|Fantasy
3708943,6,623238,35318,02-05-2005,Fantasy|Thriller|Dystopian
9830649,1,872918,17861,19-09-2005,Dystopian|Science Fiction|Romance
3642368,2,872918,17861,11-10-2005,Science Fiction
3651035,3,872918,17861,12-11-2005,Crime|Science Fiction
7017696,4,872918,17861,10-10-2005,Science Fiction
4330249,5,872918,17861,24-12-2005,Science Fiction|Paranormal|Fantasy
2690542,1,309365,92240,30-04-2004,Romance|Paranormal
6786604,1,346269,83385,05-07-2019,Historical Fiction|Paranormal|Thriller|Literary Fiction
8547267,2,346269,83385,15-07-2019,Romance|Historical Fiction|Paranormal
8326279,3,346269,83385,24-08-2019,Paranormal
1301797,4,346269,83385,22-08-2019,Paranormal|Thriller
4841243,5,346269,83385,26-08-2019,Graphic Novel|Paranormal|Thriller|Historical Fiction
5065961,6,346269,83385,23-10-2019,Thriller|Paranormal|Historical Fiction|Horror
6023012,7,346269,83385,02-11-2019,Young Adult|Adventure|Paranormal
3383728,1,871153,76698,22-05-1997,Thriller|Horror|Paranormal|Graphic Novel
3978851,2,871153,76698,21-06-1997,Mystery|Young Adult|Horror|Paranormal
9877756,3,871153,76698,07-06-1997,Dystopian|Humor|Horror
9690943,1,353814,31891,22-12-2020,Romance|Science Fiction
7924957,1,378297,58967,25-04-2010,Adventure
2778957,2,378297,58967,24-05-2010,Adventure
7725512,3,378297,58967,27-05-2010,Mystery|Adventure|Dystopian|Literary Fiction
2324208,4,378297,58967,24-06-2010,Adventure|Paranormal|Humor
4263154,5,378297,58967,19-08-2010,Adventure|Paranormal
3481211,1,316823,43202,17-12-1990,Fantasy|Romance|Paranormal
2766972,2,316823,43202,31-12-1990,Fantasy
8456011,3,316823,43202,12-01-1991,Science Fiction|Literary Fiction|Historical Fiction|Fantasy
2141094,1,340341,89463,02-09-2016,Horror|Mystery|Young Adult|Paranormal
3512805,2,340341,89463,01-10-2016,Graphic Novel|Romance|Horror|Young Adult
9597054,3,340341,89463,18-09-2016,Literary Fiction|Young Adult|Dystopian|Horror
7981701,4,340341,89463,19-11-2016,Humor|Horror
8779466,5,340341,89463,09-11-2016,Horror
9582978,1,312616,55082,29-08-2000,Crime|Literary Fiction
3931775,2,312616,55082,07-09-2000,Historical Fiction|Mystery|Crime
1155940,3,312616,55082,20-10-2000,Crime|Historical Fiction|Horror
2023948,4,312616,55082,15-11-2000,Crime|Horror|Fantasy|Mystery
7296523,5,312616,55082,25-11-2000,Horror|Humor|Adventure|Crime
6393243,6,312616,55082,17-12-2000,Historical Fiction|Crime|Paranormal
7201018,7,312616,55082,03-12-2000,Graphic Novel|Crime|Adventure|Mystery
6990723,8,312616,55082,27-02-2001,Adventure|Romance|Science Fiction|Crime
3051575,9,312616,55082,25-11-2000,Crime|Thriller|Science Fiction
6685849,1,975498,92998,10-10-2009,Historical Fiction|Dystopian|Crime
2653827,1,361824,14224,03-05-2011,Horror|Young Adult|Paranormal
3119203,2,361824,14224,24-05-2011,Young Adult|Thriller|Mystery|Historical Fiction
1795706,1,976960,62262,13-07-2014,Adventure|Romance|Horror|Paranormal
8196568,1,748645,27884,04-08-2019,Crime
6030183,2,748645,27884,22-08-2019,Science Fiction|Crime
6782109,3,748645,27884,05-09-2019,Romance|Historical Fiction|Dystopian|Crime
2731428,4,748645,27884,25-08-2019,Fantasy|Horror|Historical Fiction|Crime
3911619,5,748645,27884,12-11-2019,Graphic Novel|Crime
4711232,1,473321,34101,08-05-2019,Paranormal|Humor|Romance|Dystopian
1579260,2,473321,34101,23-05-2019,Graphic Novel|Romance|Adventure
2304028,1,263573,55652,30-07-2017,Graphic Novel|Young Adult
8109824,2,263573,55652,21-08-2017,Young Adult|Science Fiction|Mystery
3594664,1,916776,27322,02-03-2018,Humor
7614005,2,916776,27322,26-03-2018,Fantasy|Humor|Horror
1237711,3,916776,27322,16-03-2018,Humor
6580888,4,916776,27322,16-04-2018,Dystopian|Thriller|Adventure|Humor
3845281,5,916776,27322,23-04-2018,Humor|Young Adult|Romance
3715419,6,916776,27322,26-04-2018,Literary Fiction|Humor
1686654,7,916776,27322,19-05-2018,Literary Fiction|Mystery|Adventure|Humor
4991946,8,916776,27322,24-08-2018,Humor|Romance
6364201,9,916776,27322,27-04-2018,Paranormal|Crime|Humor|Romance
8068872,10,916776,27322,16-09-2018,Humor
4894088,11,916776,27322,17-12-2018,Humor
6920344,1,211871,31516,12-11-2015,Mystery|Romance|Science Fiction|Fantasy
3632510,2,211871,31516,09-12-2015,Fantasy|Horror|Thriller
8295860,3,211871,31516,05-01-2016,Fantasy|Historical Fiction|Humor|Graphic Novel
3291949,4,211871,31516,20-01-2016,Graphic Novel|Fantasy
8689052,1,225701,29976,28-09-1996,Crime
2126442,2,225701,29976,18-10-1996,Crime
7250567,3,225701,29976,07-11-1996,Crime|Historical Fiction
3372307,4,225701,29976,21-12-1996,Historical Fiction|Crime
4415167,5,225701,29976,11-11-1996,Humor|Thriller|Crime
3360335,6,225701,29976,02-11-1996,Crime
8814764,1,182300,75107,02-10-2007,Romance
1199930,2,182300,75107,29-10-2007,Romance
4272404,3,182300,75107,30-10-2007,Literary Fiction|Fantasy|Historical Fiction|Romance
7981987,4,182300,75107,29-10-2007,Fantasy|Romance|Science Fiction
6750108,5,182300,75107,14-01-2008,Romance|Science Fiction
8691364,6,182300,75107,15-01-2008,Romance
2842676,1,808640,81987,29-03-1998,Young Adult
4496786,1,795650,94319,26-09-2020,Fantasy|Historical Fiction
3846069,2,795650,94319,10-10-2020,Historical Fiction
9969709,3,795650,94319,18-10-2020,Adventure|Mystery|Historical Fiction|Graphic Novel
9608035,4,795650,94319,10-12-2020,Mystery|Literary Fiction|Historical Fiction
2238849,5,795650,94319,11-12-2020,Historical Fiction|Adventure
2423194,1,616596,70552,07-07-1998,Humor|Historical Fiction
6558451,2,616596,70552,28-07-1998,Historical Fiction
2001774,3,616596,70552,03-09-1998,Historical Fiction|Adventure|Science Fiction
4450789,4,616596,70552,03-08-1998,Adventure|Historical Fiction|Horror
4319617,5,616596,70552,23-10-1998,Historical Fiction|Young Adult|Dystopian
7059935,6,616596,70552,09-11-1998,Young Adult|Historical Fiction|Thriller
5606039,7,616596,70552,17-09-1998,Graphic Novel|Humor|Historical Fiction|Young Adult
9070833,8,616596,70552,29-12-1998,Historical Fiction
3419893,9,616596,70552,23-01-1999,Science Fiction|Crime|Humor|Historical Fiction
5920394,10,616596,70552,17-02-1999,Mystery|Young Adult|Historical Fiction|Dystopian
2048288,11,616596,70552,24-12-1998,Historical Fiction|Humor|Literary Fiction
7558424,12,616596,70552,14-10-1998,Historical Fiction
3276525,13,616596,70552,03-05-1999,Crime|Romance|Historical Fiction|Humor
5786766,1,743644,46583,01-03-1999,Dystopian|Paranormal|Fantasy
1773697,2,743644,46583,14-03-1999,Romance|Literary Fiction|Fantasy
8080287,3,743644,46583,25-03-1999,Fantasy|Adventure|Literary Fiction
8618977,4,743644,46583,18-05-1999,Thriller|Fantasy|Graphic Novel|Dystopian
1958520,1,106945,88282,17-04-2006,Mystery
8913190,2,106945,88282,11-05-2006,Paranormal|Mystery
7050762,3,106945,88282,11-05-2006,Mystery|Science Fiction|Young Adult|Crime
2865908,4,106945,88282,19-06-2006,Mystery|Humor
7674440,5,106945,88282,18-07-2006,Science Fiction|Crime|Mystery|Horror
1551536,6,106945,88282,01-07-2006,Young Adult|Horror|Science Fiction|Mystery
4810434,7,106945,88282,03-08-2006,Mystery
6620526,8,106945,88282,19-06-2006,Fantasy|Graphic Novel|Mystery
8631258,9,106945,88282,07-08-2006,Young Adult|Mystery|Crime|Historical Fiction
9273115,10,106945,88282,19-06-2006,Mystery|Crime
2511563,11,106945,88282,24-09-2006,Literary Fiction|Young Adult|Horror|Mystery
5697881,12,106945,88282,29-09-2006,Horror|Mystery
7556162,13,106945,88282,19-11-2006,Dystopian|Mystery
8496936,14,106945,88282,03-10-2006,Mystery|Historical Fiction
3591893,15,106945,88282,02-10-2006,Romance|Science Fiction|Mystery|Historical Fiction
8784704,16,106945,88282,12-05-2007,Mystery|Humor|Thriller
8793915,17,106945,88282,23-06-2007,Mystery|Horror|Humor|Paranormal
2109846,18,106945,88282,09-09-2007,Mystery
2814039,1,901368,32946,22-09-2018,Crime
7378181,2,901368,32946,06-10-2018,Crime|Graphic Novel|Adventure
1036415,3,901368,32946,18-10-2018,Crime
2087926,4,901368,32946,21-12-2018,Mystery|Crime|Science Fiction|Thriller
2907268,5,901368,32946,20-01-2019,Graphic Novel|Humor|Fantasy|Crime
2087716,6,901368,32946,27-10-2018,Crime
1522689,7,901368,32946,27-12-2018,Young Adult|Crime
2500062,8,901368,32946,23-03-2019,Crime|Historical Fiction
3827940,9,901368,32946,01-03-2019,Romance|Crime
4630715,10,901368,32946,12-12-2018,Mystery|Dystopian|Crime|Historical Fiction
2463516,11,901368,32946,01-12-2018,Humor|Crime|Thriller
4121391,12,901368,32946,22-05-2019,Crime|Humor
3938751,13,901368,32946,13-06-2019,Crime|Dystopian
3267468,1,998723,90750,26-10-2003,Thriller|Literary Fiction|Graphic Novel|Science Fiction
1678839,2,998723,90750,10-11-2003,Horror|Literary Fiction|Crime
7512198,3,998723,90750,17-12-2003,Literary Fiction
9366799,4,998723,90750,31-12-2003,Literary Fiction
2873467,1,667776,52762,25-03-2017,Crime
5167388,2,667776,52762,03-04-2017,Crime
4161001,3,667776,52762,02-05-2017,Crime|Mystery|Historical Fiction|Fantasy
7473312,4,667776,52762,09-05-2017,Crime|Fantasy|Humor|Horror
5010502,1,144316,49315,12-04-2012,Science Fiction|Crime
6729200,2,144316,49315,19-04-2012,Fantasy|Crime|Dystopian|Historical Fiction
6273813,3,144316,49315,18-05-2012,Graphic Novel|Crime|Young Adult
9225530,4,144316,49315,11-06-2012,Crime|Adventure
4841018,1,989203,28367,16-03-1992,Romance|Crime|Graphic Novel
1966448,2,989203,28367,05-04-1992,Romance
6359237,1,605719,99241,17-09-2008,Dystopian|Literary Fiction|Young Adult
5899793,2,605719,99241,10-10-2008,Literary Fiction|Paranormal
1018003,3,605719,99241,19-10-2008,Literary Fiction|Paranormal
2190326,1,489227,19862,20-01-1991,Young Adult|Thriller|Science Fiction|Adventure
3743779,2,489227,19862,13-02-1991,Adventure
9547730,3,489227,19862,11-02-1991,Mystery|Humor|Adventure
6961868,4,489227,19862,10-02-1991,Fantasy|Horror|Adventure|Literary Fiction
7414178,5,489227,19862,13-03-1991,Adventure
9342799,6,489227,19862,26-03-1991,Humor|Adventure|Fantasy
2454707,7,489227,19862,13-07-1991,Paranormal|Adventure|Science Fiction|Graphic Novel
3006491,1,750817,69827,04-04-1991,Graphic Novel|Romance|Literary Fiction
2347631,2,750817,69827,27-04-1991,Romance|Young Adult|Dystopian
9727196,3,750817,69827,24-05-1991,Romance|Literary Fiction|Science Fiction
8533108,4,750817,69827,21-06-1991,Crime|Young Adult|Literary Fiction|Romance
4393863,1,430738,76550,21-06-1997,Young Adult
4266959,2,430738,76550,17-07-1997,Young Adult
1449384,3,430738,76550,11-07-1997,Young Adult
6361943,1,616256,91999,24-02-1992,Humor|Young Adult|Literary Fiction
8154867,2,616256,91999,25-03-1992,Literary Fiction
3248772,3,616256,91999,21-03-1992,Literary Fiction|Science Fiction|Graphic Novel
2644593,1,702427,58944,04-02-2002,Crime|Romance|Mystery|Historical Fiction
3708311,2,702427,58944,21-02-2002,Romance|Mystery|Humor|Graphic Novel
7516271,3,702427,58944,01-04-2002,Mystery|Literary Fiction
2590953,1,388078,51586,12-06-2004,Crime|Historical Fiction
7333032,2,388078,51586,07-07-2004,Crime|Mystery|Romance
1522517,3,388078,51586,12-07-2004,Thriller|Horror|Crime|Science Fiction
5475176,4,388078,51586,18-07-2004,Crime
1853874,5,388078,51586,24-09-2004,Horror|Crime
8023179,6,388078,51586,10-10-2004,Crime|Horror|Fantasy
4257507,7,388078,51586,30-07-2004,Science Fiction|Crime|Mystery
5275063,8,388078,51586,01-01-2005,Dystopian|Crime|Historical Fiction
2500169,9,388078,51586,11-11-2004,Paranormal|Crime
7244806,10,388078,51586,14-01-2005,Mystery|Science Fiction|Horror|Crime
9535214,1,614646,28344,09-05-1997,Historical Fiction|Literary Fiction|Humor
1094855,2,614646,28344,07-06-1997,Adventure|Historical Fiction
2717253,1,291755,82368,22-09-2007,Graphic Novel
4218106,2,291755,82368,13-10-2007,Graphic Novel|Dystopian|Mystery
1409226,3,291755,82368,24-10-2007,Young Adult|Graphic Novel
7109418,4,291755,82368,27-11-2007,Graphic Novel
7727393,5,291755,82368,21-11-2007,Graphic Novel|Young Adult
1856983,6,291755,82368,21-11-2007,Humor|Graphic Novel|Mystery|Crime
9047445,7,291755,82368,20-03-2008,Graphic Novel
1813141,8,291755,82368,05-01-2008,Graphic Novel|Mystery|Humor
3335203,9,291755,82368,24-03-2008,Romance|Graphic Novel
8554118,10,291755,82368,22-02-2008,Graphic Novel
7532592,1,901387,41139,28-04-2010,Historical Fiction|Humor|Graphic Novel
7947721,2,901387,41139,16-05-2010,Humor
4767556,3,901387,41139,17-06-2010,Humor
4252025,4,901387,41139,22-05-2010,Science Fiction|Historical Fiction|Romance|Humor
7390282,1,635962,11854,10-07-2012,Humor|Paranormal|Science Fiction|Adventure
2840904,2,635962,11854,23-07-2012,Science Fiction
8461611,3,635962,11854,04-09-2012,Science Fiction|Dystopian
9104250,4,635962,11854,29-09-2012,Science Fiction
4838567,5,635962,11854,27-08-2012,Science Fiction
7828843,1,393880,31873,01-01-1994,Literary Fiction
5781777,2,393880,31873,31-01-1994,Humor|Literary Fiction|Thriller
5004746,3,393880,31873,02-03-1994,Horror|Literary Fiction
9030125,4,393880,31873,27-02-1994,Mystery|Historical Fiction|Literary Fiction
4147760,5,393880,31873,18-02-1994,Romance|Literary Fiction|Humor|Historical Fiction
1556216,6,393880,31873,15-02-1994,Literary Fiction
5026041,7,393880,31873,20-03-1994,Literary Fiction
5829369,1,517206,99838,13-08-2013,Thriller|Graphic Novel
9492488,2,517206,99838,05-09-2013,Thriller
5205089,3,517206,99838,04-10-2013,Fantasy|Thriller|Humor|Young Adult
3863640,4,517206,99838,09-09-2013,Thriller
5265985,5,517206,99838,14-09-2013,Thriller|Fantasy|Literary Fiction
7319493,6,517206,99838,02-10-2013,Historical Fiction|Graphic Novel|Thriller|Mystery
4990083,1,332881,93579,04-07-1998,Dystopian
8846688,2,332881,93579,23-07-1998,Dystopian
9979955,1,886609,88139,06-05-2002,Literary Fiction|Science Fiction
6727236,2,886609,88139,22-05-2002,Science Fiction|Crime|Humor
1133506,3,886609,88139,01-07-2002,Science Fiction|Horror
2342743,4,886609,88139,27-05-2002,Thriller|Romance|Literary Fiction|Science Fiction
1214333,5,886609,88139,14-08-2002,Science Fiction|Romance|Historical Fiction
5145282,6,886609,88139,25-06-2002,Science Fiction
4973885,7,886609,88139,16-08-2002,Romance|Science Fiction|Paranormal
4165564,1,704677,38277,14-04-1999,Humor|Science Fiction|Thriller
4302222,2,704677,38277,09-05-1999,Thriller|Humor|Mystery|Crime
1840641,3,704677,38277,09-06-1999,Humor|Historical Fiction|Dystopian|Graphic Novel
5700911,4,704677,38277,26-05-1999,Humor|Thriller|Science Fiction
7290493,5,704677,38277,29-06-1999,Thriller|Science Fiction|Humor
8268755,6,704677,38277,07-08-1999,Crime|Humor|Romance
6743614,1,234475,67422,31-08-2007,Historical Fiction|Thriller|Humor|Young Adult
9603316,2,234475,67422,26-09-2007,Science Fiction|Thriller|Historical Fiction|Paranormal
9196701,1,156778,86556,25-09-2016,Fantasy
7539381,1,651273,67939,09-06-2016,Mystery|Literary Fiction|Crime
5841932,2,651273,67939,07-07-2016,Crime|Dystopian|Adventure
6827015,3,651273,67939,13-07-2016,Mystery|Historical Fiction|Crime
5317303,1,938095,13492,04-07-2011,Romance|Graphic Novel|Adventure|Horror
4215769,2,938095,13492,27-07-2011,Horror|Paranormal
5696212,1,543732,44438,18-01-2015,Romance|Thriller|Dystopian|Science Fiction
4010291,2,543732,44438,27-01-2015,Adventure|Thriller|Crime|Humor
3724817,3,543732,44438,23-02-2015,Horror|Thriller
9301337,1,601554,59308,13-09-1992,Crime|Romance|Science Fiction
1321713,2,601554,59308,01-10-1992,Crime
5449741,1,667036,49223,10-06-1995,Paranormal|Romance|Crime
8605221,2,667036,49223,21-06-1995,Romance|Crime|Historical Fiction|Literary Fiction
1448583,3,667036,49223,09-08-1995,Crime
3725168,4,667036,49223,31-07-1995,Crime|Literary Fiction|Historical Fiction
6392032,5,667036,49223,04-10-1995,Graphic Novel|Thriller|Fantasy|Crime
7038896,6,667036,49223,14-08-1995,Crime|Humor|Historical Fiction
5280257,7,667036,49223,02-09-1995,Young Adult|Crime
4053885,8,667036,49223,23-09-1995,Science Fiction|Crime|Young Adult
1286636,1,134144,33206,01-08-1991,Horror|Literary Fiction
4899378,2,134144,33206,08-08-1991,Horror|Literary Fiction|Fantasy|Humor
2280062,3,134144,33206,24-09-1991,Mystery|Science Fiction|Young Adult|Literary Fiction
3371461,4,134144,33206,24-10-1991,Literary Fiction|Graphic Novel
7854571,1,626883,66446,18-12-2014,Graphic Novel
7215226,2,626883,66446,02-01-2015,Literary Fiction|Horror|Graphic Novel
3247116,3,626883,66446,07-01-2015,Graphic Novel|Historical Fiction
1326433,4,626883,66446,28-02-2015,Romance|Literary Fiction|Graphic Novel|Adventure
1781919,5,626883,66446,28-02-2015,Paranormal|Mystery|Graphic Novel|Young Adult
1766532,6,626883,66446,11-02-2015,Historical Fiction|Graphic Novel|Literary Fiction
9904328,1,464158,23051,04-07-2000,Dystopian
9266075,2,464158,23051,02-08-2000,Mystery|Graphic Novel|Dystopian
8541832,1,512842,40512,25-08-2001,Humor|Mystery
3140373,2,512842,40512,04-09-2001,Humor|Paranormal
8169686,3,512842,40512,02-10-2001,Humor|Horror|Thriller
2529724,4,512842,40512,21-10-2001,Historical Fiction|Humor
6168911,5,512842,40512,26-09-2001,Thriller|Humor
3845044,6,512842,40512,23-12-2001,Mystery|Humor|Horror|Thriller
6415185,1,819678,69974,04-07-2001,Romance
1075699,2,819678,69974,28-07-2001,Romance
4019372,1,913594,73956,11-12-2010,Crime|Horror
8372433,2,913594,73956,09-01-2011,Humor|Romance|Literary Fiction|Crime
6526424,3,913594,73956,16-01-2011,Science Fiction|Crime
8853806,4,913594,73956,15-02-2011,Crime|Literary Fiction|Young Adult
8050311,5,913594,73956,16-01-2011,Science Fiction|Crime|Dystopian|Adventure
5265869,6,913594,73956,05-05-2011,Crime
4777205,7,913594,73956,17-03-2011,Crime
1285514,8,913594,73956,29-01-2011,Science Fiction|Literary Fiction|Fantasy|Crime
2252969,9,913594,73956,31-07-2011,Graphic Novel|Crime
5906654,10,913594,73956,25-04-2011,Crime|Dystopian|Horror
2805382,11,913594,73956,19-02-2011,Crime|Historical Fiction|Romance
8665423,12,913594,73956,23-09-2011,Dystopian|Crime
4845060,13,913594,73956,09-06-2011,Young Adult|Adventure|Crime|Thriller
6344258,14,913594,73956,29-05-2011,Crime|Paranormal|Adventure|Thriller
1194943,15,913594,73956,15-10-2011,Crime|Dystopian|Paranormal
6122394,1,283291,46042,30-08-1997,Literary Fiction|Graphic Novel|Paranormal
3599355,1,579404,77698,28-04-2009,Mystery
5730220,2,579404,77698,08-05-2009,Mystery|Romance|Literary Fiction|Humor
8081281,3,579404,77698,24-05-2009,Mystery
6126772,1,226215,39581,30-05-2011,Graphic Novel|Dystopian
8679955,2,226215,39581,18-06-2011,Dystopian|Horror|Fantasy
7209272,3,226215,39581,23-07-2011,Mystery|Dystopian
8241310,4,226215,39581,13-08-2011,Dystopian|Literary Fiction|Historical Fiction
8996486,5,226215,39581,07-09-2011,Horror|Crime|Literary Fiction|Dystopian
5584580,6,226215,39581,28-08-2011,Dystopian|Mystery|Thriller|Literary Fiction
4757905,1,832162,92667,05-06-2008,Horror
9672002,1,643377,66272,10-03-2004,Young Adult|Literary Fiction
5605467,2,643377,66272,01-04-2004,Literary Fiction
